DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PUEHOM,PUEMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
17,1709,9,2013,8,8,17,1712,999,999,9,9,320,320,9,9,61,NEOG
16,1601,8,2013,20,3,16,1601,999,999,1,1,320,320,2,2,61,NEOG
13,1318,8,2013,25,2,13,1318,43,43,1,1,320,320,2,2,61,NEOG
12,1208,9,2013,23,8,12,1208,51,40,1,4,320,320,2,2,61,NEOG
11,1101,10,2013,26,2,11,1101,44,39,4,4,320,320,2,2,61,NEOG
1,0107,2,2014,5,11,13,1303,43,34,4,9,320,320,9,2,61,NEOG
12,1213,5,2014,25,11,12,1213,36,33,4,4,320,320,2,1,61,NEOG
1,0101,5,2013,11,3,1,0101,999,999,9,9,320,320,9,9,61,NEOG
22,2201,1,2014,3,12,22,2201,29,38,4,4,320,320,2,1,61,NEOG
9,0903,2,2014,30,1,9,0903,999,999,9,9,320,320,9,9,61,NEOG
11,1102,1,2014,4,12,11,1102,999,999,9,9,320,320,9,9,61,NEOG
12,1215,4,2014,28,11,12,1215,999,999,9,9,320,320,9,9,61,NEOG
15,1501,1,2014,4,12,15,1501,999,999,9,9,320,320,9,9,61,NEOG
17,1705,3,2014,26,7,17,1709,999,999,9,9,320,320,9,9,61,NEOG
17,1705,12,2013,1,12,17,1705,999,999,9,9,320,320,9,9,61,NEOG
17,1705,12,2013,4,11,17,1709,999,999,9,9,320,320,9,9,61,NEOG
22,2201,12,2013,28,8,22,2201,999,999,9,9,320,320,9,9,61,NEOG
22,2216,2,2014,23,11,22,2216,999,999,9,9,320,320,9,9,61,NEOG
6,0601,9,2013,10,7,6,0601,999,999,9,9,320,320,9,9,61,NEOG
6,0602,11,2013,31,10,6,0602,999,999,9,9,320,320,9,9,61,NEOG
9,0920,10,2013,14,6,9,0920,999,999,9,9,320,320,9,9,61,NEOG
11,1108,6,2013,25,4,11,1101,999,999,9,9,320,320,9,9,61,NEOG
11,1109,3,2013,4,2,11,1101,999,999,9,9,320,320,9,9,61,NEOG
11,1106,2,2013,11,1,11,1106,999,999,9,9,320,320,9,9,61,NEOG
13,1301,10,2013,2,9,13,1301,999,999,9,9,320,320,9,1,61,NEOG
14,1418,9,2013,30,7,14,1401,999,999,9,1,320,320,9,9,61,NEOG
14,1421,5,2013,8,3,14,1401,999,999,9,9,320,320,9,9,61,NEOG
15,1504,9,2013,5,7,15,1501,999,999,9,9,320,320,9,9,61,NEOG
16,1615,3,2013,14,2,16,1601,999,999,9,9,320,320,9,9,61,NEOG
17,1709,10,2013,25,9,17,1712,999,999,9,9,320,320,9,9,61,NEOG
17,1703,4,2013,12,2,17,1703,999,999,9,9,320,320,9,9,61,NEOG
17,1710,4,2013,12,3,17,1712,999,999,9,9,320,320,9,9,61,NEOG
18,1805,10,2013,19,3,19,1901,999,999,9,9,320,320,9,9,61,NEOG
19,1903,7,2013,30,4,1,0101,999,999,9,9,320,320,9,9,61,NEOG
1,0101,6,2013,27,2,1,0101,44,42,9,9,320,320,9,9,61,NEOG
1,0101,9,2013,22,8,1,0101,999,38,9,4,320,320,9,2,61,NEOG
14,1413,8,2013,8,7,14,1413,32,34,9,1,320,320,2,1,61,NEOG
10,1008,4,2013,6,2,10,1001,30,28,9,9,320,320,9,9,61,NEOG
1,0101,7,2013,24,4,1,0101,27,25,9,1,320,320,9,1,61,NEOG
16,1607,4,2013,14,1,16,1601,60,48,1,1,320,320,2,1,61,NEOG
14,1401,8,2013,29,7,14,1401,53,34,1,1,320,320,2,1,61,NEOG
13,1315,11,2013,24,9,13,1301,34,30,1,1,320,320,2,2,61,NEOG
10,1001,11,2013,11,9,10,1001,31,28,1,1,320,320,2,2,61,NEOG
13,1325,9,2013,9,7,13,1325,22,19,1,1,320,320,2,2,61,NEOG
14,1412,6,2013,23,5,14,1401,20,18,1,1,320,320,2,1,61,NEOG
17,1705,1,2014,27,12,17,1705,999,999,4,4,320,320,2,3,61,NEOG
17,1712,6,2013,20,5,17,1712,52,999,4,9,320,320,2,9,61,NEOG
19,1903,10,2013,18,9,19,1901,999,999,4,4,320,320,9,9,61,NEOG
19,1903,11,2013,23,9,19,1901,999,999,4,4,320,320,9,9,61,NEOG
22,2208,5,2013,3,5,22,2208,69,66,4,4,320,320,2,2,61,NEOG
12,1216,1,2014,5,12,12,1217,49,42,4,4,320,320,2,2,61,NEOG
4,0415,7,2013,21,2,4,0401,55,38,4,4,320,320,9,9,61,NEOG
17,1707,5,2014,9,12,17,1707,42,36,4,4,320,320,2,2,61,NEOG
9,0920,3,2014,28,10,9,0920,36,35,4,9,320,320,3,1,61,NEOG
12,1211,10,2013,8,8,12,1215,38,34,4,4,320,320,2,1,61,NEOG
22,2208,2,2013,21,1,22,2201,35,30,4,4,320,320,2,2,61,NEOG
10,1001,7,2013,20,6,10,1001,32,26,4,1,320,320,3,1,61,NEOG
22,2211,10,2013,27,9,22,2201,30,25,4,4,320,320,2,2,61,NEOG
9,0920,3,2014,11,12,9,0920,21,25,4,4,320,320,9,9,61,NEOG
11,1109,5,2014,23,9,11,1109,30,24,4,4,320,320,2,1,61,NEOG
12,1218,7,2013,15,4,9,0920,22,24,4,4,320,320,2,2,61,NEOG
17,1703,10,2013,14,8,17,1703,22,21,4,4,320,320,9,9,61,NEOG
17,1712,8,2013,19,6,17,1712,27,19,4,4,320,320,2,2,61,NEOG
5,0501,7,2013,19,3,3,0301,52,51,5,5,320,320,2,1,61,NEOG
1,0103,6,2013,20,2,1,0101,999,999,9,9,9999,9999,9,9,61,NEOG
1,0114,1,2014,12,8,1,0114,999,999,9,9,320,320,9,9,61,NEOG
6,0601,2,2014,16,12,6,0610,999,999,9,9,320,320,9,9,61,NEOG
9,0920,4,2014,10,12,9,0920,44,44,9,9,320,320,9,9,61,NEOG
9,0920,7,2013,28,2,9,0920,999,999,9,9,320,320,9,9,61,NEOG
11,1101,8,2013,20,6,11,1101,999,999,9,9,320,320,9,9,61,NEOG
11,1101,9,2013,10,7,11,1101,999,999,9,9,320,320,9,9,61,NEOG
11,1109,3,2013,27,2,11,1101,999,999,9,9,320,320,9,9,61,NEOG
14,1405,3,2013,27,2,14,1405,999,999,9,9,320,320,9,9,61,NEOG
14,1418,8,2013,29,5,14,1401,999,999,9,9,320,320,9,9,61,NEOG
14,1418,9,2013,7,6,14,1401,999,999,9,9,320,320,9,9,61,NEOG
17,1707,2,2013,15,1,17,1712,999,999,9,9,320,320,9,9,61,NEOG
2,0201,10,2013,14,8,2,0201,54,999,4,9,320,320,9,9,61,NEOG
12,1219,5,2013,20,3,12,1215,37,33,4,4,320,320,2,1,61,NEOG
12,1220,7,2013,3,6,9,0920,23,29,4,9,320,320,2,9,61,NEOG
17,1703,12,2013,8,11,17,1711,22,19,4,4,320,320,2,3,61,NEOG
9,0901,12,2013,30,5,9,0901,30,24,4,4,320,320,2,5,61,43
10,1014,1,2014,25,10,10,1014,999,38,9,4,320,320,9,4,61,51
1,0101,1,2014,24,10,1,0101,999,999,9,9,320,320,9,9,61,NEOG
1,0114,3,2014,22,11,5,0501,999,999,9,9,320,320,9,9,61,NEOG
6,0608,2,2014,16,12,1,0109,999,999,9,9,320,320,9,9,61,NEOG
10,1001,12,2013,21,11,10,1001,999,999,9,9,320,320,9,9,61,NEOG
18,1805,12,2013,5,6,18,1805,999,999,9,9,320,320,9,9,61,NEOG
1,0101,2,2014,10,7,1,0107,999,29,9,4,320,320,9,3,61,NEOG
10,1002,12,2013,30,1,10,1001,23,22,9,9,320,320,9,9,61,NEOG
1,0101,4,2013,6,2,1,0101,999,999,9,9,320,320,9,9,61,NEOG
1,0101,6,2013,15,3,1,0101,999,999,9,9,320,320,9,9,61,NEOG
1,0101,6,2013,25,3,1,0101,999,999,9,9,320,320,9,9,61,NEOG
1,0101,8,2013,2,5,1,0101,999,999,9,9,320,320,9,9,61,NEOG
1,0101,8,2013,30,4,1,0101,999,999,9,9,320,320,9,9,61,NEOG
1,0101,11,2013,6,8,1,0101,999,999,9,9,320,320,9,9,61,NEOG
1,0101,5,2013,24,4,1,0101,999,999,9,9,320,320,9,9,61,NEOG
1,0115,9,2013,5,8,1,0115,999,999,9,9,320,320,9,9,61,NEOG
1,0115,11,2013,13,9,1,0115,999,999,9,9,320,320,9,9,61,NEOG
6,0601,5,2013,6,3,22,2201,999,999,9,4,320,320,9,2,61,NEOG
9,0920,9,2013,27,8,9,0920,999,999,9,9,320,320,9,9,61,NEOG
16,1601,5,2013,30,1,16,1601,999,999,9,9,320,320,9,9,61,NEOG
17,1703,9,2013,4,7,17,1703,999,999,9,9,320,320,9,9,61,NEOG
22,2214,4,2013,18,3,22,2201,999,999,9,9,320,320,9,9,61,NEOG
22,2201,7,2013,28,5,1,0101,999,999,9,9,320,320,9,9,61,NEOG
8,0801,5,2013,16,4,8,0801,50,999,9,9,320,320,2,9,61,NEOG
4,0415,4,2013,3,4,4,0401,999,29,9,4,320,320,9,9,61,NEOG
3,0312,7,2013,9,5,3,0301,22,29,9,9,320,320,9,9,61,NEOG
20,2006,8,2013,21,6,22,2201,31,19,9,4,320,320,2,3,61,NEOG
1,0108,6,2013,27,5,1,0108,41,34,1,9,320,320,2,3,61,NEOG
11,1102,8,2013,26,4,11,1101,24,27,1,9,320,320,2,2,61,NEOG
10,1001,4,2014,12,7,10,1001,57,22,1,1,320,320,9,9,61,NEOG
1,0101,11,2013,5,11,1,0101,999,38,4,1,320,320,9,9,61,NEOG
9,0902,8,2013,6,6,9,0901,29,29,4,4,320,320,3,9,61,NEOG
13,1301,7,2013,7,6,13,1301,31,26,4,4,320,320,2,3,61,NEOG
15,1501,7,2013,11,6,15,1501,26,24,4,4,320,320,3,3,61,NEOG
13,1311,2,2014,4,4,13,1311,33,22,4,4,320,320,4,4,61,NEOG
1,0101,9,2013,23,7,1,0101,22,22,4,4,320,320,2,4,61,NEOG
15,1503,11,2013,24,10,15,1501,30,20,4,4,320,320,2,3,61,NEOG
19,1903,10,2013,17,7,19,1901,23,20,4,4,320,320,3,4,61,NEOG
20,2001,11,2013,9,8,20,2001,47,19,4,4,320,320,2,3,61,NEOG
22,2201,10,2013,3,10,22,2201,19,19,4,4,320,320,2,3,61,NEOG
17,1712,10,2013,12,9,17,1712,31,18,4,4,320,320,3,4,61,NEOG
1,0115,3,2014,26,12,12,1213,999,999,9,9,320,320,9,9,61,NEOG
13,1315,8,2013,11,7,13,1301,46,47,1,1,320,320,2,1,61,NEOG
12,1213,4,2013,19,2,9,0920,65,999,4,9,320,320,9,9,61,NEOG
18,1801,12,2013,9,10,18,1801,999,999,9,9,320,320,9,9,61,IGNORADO
1,0114,5,2013,24,4,1,0101,999,999,9,9,320,320,9,9,61,IGNORADO
16,1609,4,2013,7,1,16,1601,22,17,1,1,320,320,2,9,61,IGNORADO
19,1903,2,2014,26,11,19,1903,36,999,4,9,320,320,2,9,61,IGNORADO
3,0301,7,2013,9,5,3,0301,36,38,4,4,320,320,2,2,61,51
18,1805,5,2013,14,2,18,1801,999,999,9,9,320,320,9,9,61,23
17,1712,7,2013,10,4,17,1712,999,26,9,4,723,723,9,5,61,23
15,1506,9,2013,10,7,15,1501,999,999,9,9,320,320,9,9,61,23
10,1005,8,2013,10,6,10,1001,999,999,9,9,320,320,9,9,61,23
16,1601,8,2013,11,3,16,1601,999,999,9,9,320,320,9,9,61,23
6,0607,3,2014,3,12,6,0607,29,29,4,4,320,320,9,4,61,23
13,1306,11,2013,6,8,13,1301,37,35,1,1,320,320,2,4,61,23
17,1708,9,2013,20,8,17,1712,42,43,4,4,320,320,2,4,61,23
10,1019,5,2013,16,4,10,1001,35,31,1,4,320,320,3,4,61,23
1,0101,5,2014,10,7,1,0101,999,999,9,9,320,320,9,9,61,22
22,2213,3,2013,15,1,22,2201,999,999,9,9,320,320,9,9,61,22
11,1108,2,2013,9,1,11,1101,999,999,9,9,320,320,9,9,61,75
1,0115,12,2013,25,11,1,0115,999,999,9,9,320,320,9,9,61,IGNORADO
9,0904,6,2014,13,12,9,0904,999,999,9,9,320,320,9,9,61,IGNORADO
17,1707,5,2014,16,12,17,1707,999,999,9,9,320,320,9,9,61,IGNORADO
17,1701,1,2014,9,10,17,1701,999,999,9,9,320,320,9,9,61,IGNORADO
17,1701,5,2014,18,6,17,1708,999,999,9,9,320,320,9,9,61,IGNORADO
20,2011,3,2014,26,6,22,2203,999,999,9,9,320,320,9,9,61,IGNORADO
20,2001,1,2014,2,12,20,2001,999,999,9,9,320,320,9,9,61,IGNORADO
20,2001,3,2014,7,10,20,2001,999,999,9,9,320,320,9,1,61,IGNORADO
20,2001,6,2014,3,12,20,2001,999,999,9,9,320,320,9,9,61,IGNORADO
22,2201,1,2014,20,12,22,2201,999,999,9,9,320,320,9,9,61,IGNORADO
22,2201,12,2013,17,10,22,2201,999,999,9,9,320,320,9,9,61,IGNORADO
1,0101,4,2013,11,3,1,0101,999,999,9,9,320,320,9,9,61,IGNORADO
1,0101,9,2013,14,6,1,0101,999,999,9,9,320,320,9,9,61,IGNORADO
1,0115,6,2013,18,4,1,0115,999,999,9,9,320,320,9,1,61,IGNORADO
3,0306,7,2013,30,5,3,0301,999,999,9,9,320,320,9,9,61,IGNORADO
3,0304,4,2013,8,3,3,0301,999,999,9,9,320,320,9,9,61,IGNORADO
3,0304,8,2013,28,6,3,0301,999,999,9,9,320,320,9,9,61,IGNORADO
5,0502,4,2013,19,3,5,0502,999,999,9,9,320,320,9,9,61,IGNORADO
5,0511,10,2013,24,5,5,0501,999,999,9,9,320,320,9,1,61,IGNORADO
6,0608,6,2013,19,3,1,0101,999,999,9,9,320,320,9,1,61,IGNORADO
6,0608,7,2013,20,6,6,0601,999,999,9,9,320,320,9,9,61,IGNORADO
15,1505,11,2013,27,7,15,1505,999,999,9,9,320,320,9,9,61,IGNORADO
17,1705,11,2013,20,9,17,1705,999,999,9,9,320,320,9,9,61,IGNORADO
17,1708,8,2013,5,8,17,1708,999,999,9,9,320,320,9,9,61,IGNORADO
17,1701,11,2013,17,9,17,1703,999,999,9,9,320,320,9,1,61,IGNORADO
18,1801,6,2013,11,2,18,1801,999,999,9,9,320,320,9,9,61,IGNORADO
18,1801,7,2013,4,6,18,1801,999,999,9,9,320,320,9,9,61,IGNORADO
18,1801,9,2013,24,5,18,1801,999,999,9,9,320,320,9,1,61,IGNORADO
20,2001,10,2013,6,9,20,2001,999,999,9,9,320,320,9,9,61,IGNORADO
22,2201,4,2013,8,1,22,2201,999,999,9,9,320,320,9,9,61,IGNORADO
22,2201,4,2013,21,3,22,2201,999,999,9,9,320,320,9,9,61,IGNORADO
22,2201,8,2013,20,6,22,2201,999,999,9,9,320,320,9,9,61,IGNORADO
22,2215,11,2013,27,9,22,2201,999,999,9,9,320,320,9,9,61,IGNORADO
22,2203,5,2013,9,5,22,2201,999,999,9,9,320,320,9,9,61,IGNORADO
22,2216,5,2013,29,4,22,2201,999,999,9,9,320,320,9,9,61,IGNORADO
18,1804,2,2013,15,1,18,1801,999,43,9,4,320,320,9,1,61,IGNORADO
13,1312,12,2013,28,8,13,1301,60,999,4,9,320,320,2,9,61,IGNORADO
5,0507,5,2013,6,3,5,0501,48,999,4,9,320,320,2,9,61,IGNORADO
13,1301,8,2013,24,7,13,1301,41,999,4,9,320,320,4,9,61,IGNORADO
6,0601,7,2013,18,6,6,0601,40,999,4,9,320,320,3,9,61,IGNORADO
13,1301,12,2013,25,10,13,1301,40,999,4,9,320,320,2,9,61,IGNORADO
5,0502,3,2014,20,9,5,0507,38,999,4,4,320,320,2,1,61,IGNORADO
18,1804,3,2014,27,12,18,1804,37,999,4,9,320,320,2,9,61,IGNORADO
14,1420,1,2014,28,11,14,1420,34,999,4,9,320,320,3,9,61,IGNORADO
2,0201,9,2013,9,7,2,0201,32,999,4,4,320,320,3,1,61,IGNORADO
11,1109,2,2013,9,1,11,1101,29,999,4,9,320,320,2,9,61,IGNORADO
5,0502,11,2013,2,8,5,0502,33,20,4,4,320,320,2,2,61,IGNORADO
16,1604,5,2013,21,3,1,0101,999,999,9,9,320,320,9,9,61,IGNORADO
1,0101,6,2013,18,4,1,0101,999,999,9,9,320,222,9,9,61,NEOG
1,0101,12,2013,28,2,1,0115,999,999,9,9,320,320,9,9,61,NEOG
17,1701,5,2013,4,4,17,1703,999,999,9,9,320,320,9,9,61,NEOG
9,0914,6,2013,18,4,4,0401,55,53,1,1,320,320,2,2,61,NEOG
12,1217,4,2013,19,2,9,0920,39,35,4,4,320,320,2,2,61,NEOG
16,1601,9,2013,10,7,16,1601,25,24,9,9,320,320,2,1,61,NEOG
13,1306,2,2014,8,10,13,1306,23,21,1,1,320,320,2,2,61,NEOG
1,0114,8,2013,11,7,1,0114,42,30,4,4,320,320,9,9,61,NEOG
20,2005,5,2013,23,1,20,2005,27,27,4,4,320,320,2,1,61,NEOG
10,1014,5,2014,28,6,10,1014,999,999,4,9,320,320,9,9,61,NEOG
11,1101,3,2014,11,11,11,1107,999,999,4,9,320,320,9,9,61,NEOG
13,1306,2,2014,17,10,13,1306,999,999,9,9,320,320,9,9,61,NEOG
13,1306,2,2014,30,8,13,1306,999,999,9,9,320,320,9,9,61,NEOG
16,1601,9,2013,12,7,16,1601,999,999,9,9,320,320,9,9,61,NEOG
10,1002,8,2013,19,6,10,1001,999,999,9,9,320,320,2,2,61,NEOG
13,1311,2,2013,21,1,13,1312,999,32,9,4,320,320,9,2,61,NEOG
12,1202,6,2013,18,3,12,1201,999,999,4,4,320,320,9,9,61,NEOG
10,1002,7,2013,7,5,10,1001,32,999,4,9,320,320,4,1,61,NEOG
10,1002,9,2013,29,7,11,1101,31,999,4,9,320,320,2,9,61,NEOG
16,1601,1,2014,3,4,16,1608,61,55,1,1,320,320,2,1,61,NEOG
5,0502,7,2013,3,5,5,0502,29,29,4,4,320,222,9,9,61,NEOG
1,0101,1,2014,24,9,5,0501,999,999,9,9,320,320,9,9,61,NEOG
1,0101,1,2014,20,11,1,0101,999,999,9,9,320,320,9,9,61,NEOG
1,0101,12,2013,1,8,5,0504,999,999,9,9,320,320,9,9,61,NEOG
1,0115,12,2013,8,4,22,2214,999,999,9,9,320,320,9,9,61,NEOG
5,0501,2,2014,20,11,5,0501,999,999,9,9,320,320,9,9,61,NEOG
9,0901,12,2013,8,4,9,0901,999,999,9,9,320,320,9,9,61,NEOG
9,0901,12,2013,29,10,9,0901,999,999,9,9,320,320,9,9,61,NEOG
11,1101,12,2013,8,11,11,1107,999,999,9,9,320,320,9,9,61,NEOG
15,1505,5,2014,13,5,15,1505,999,999,9,9,320,320,9,9,61,NEOG
17,1701,1,2014,17,10,17,1701,999,999,9,9,320,320,9,9,61,NEOG
18,1804,2,2014,5,12,18,1805,999,999,9,9,320,320,9,9,61,NEOG
18,1805,12,2013,29,8,18,1805,999,999,9,9,320,320,9,9,61,NEOG
19,1905,12,2013,11,11,19,1905,999,999,9,9,320,320,9,9,61,NEOG
19,1905,12,2013,30,1,16,1601,999,999,9,9,320,320,9,9,61,NEOG
9,0912,3,2014,15,11,9,0912,30,30,9,1,320,320,9,9,61,NEOG
13,1325,2,2014,2,10,13,1325,29,24,9,1,320,320,2,2,61,NEOG
1,0101,5,2013,6,3,1,0101,999,999,9,9,320,320,9,9,61,NEOG
1,0101,7,2013,24,6,1,0101,999,999,9,9,320,320,9,9,61,NEOG
1,0101,8,2013,13,5,1,0101,999,999,9,9,320,320,9,9,61,NEOG
1,0101,9,2013,11,7,1,0101,999,999,9,9,320,320,9,9,61,NEOG
1,0114,5,2013,1,4,1,0114,999,999,9,9,320,320,9,1,61,NEOG
1,0115,8,2013,13,6,1,0115,999,999,9,9,320,320,9,9,61,NEOG
2,0201,7,2013,6,6,2,0201,999,999,9,9,320,320,9,9,61,NEOG
5,0511,10,2013,12,6,5,0501,999,999,9,9,320,320,9,9,61,NEOG
6,0605,4,2013,22,3,6,0601,999,999,9,9,320,320,9,9,61,NEOG
6,0611,5,2013,21,3,1,0101,999,999,9,9,320,320,9,9,61,NEOG
7,0701,5,2013,26,4,7,0701,999,999,9,9,320,320,9,9,61,NEOG
10,1002,3,2013,5,2,10,1001,999,999,9,9,320,320,9,9,61,NEOG
10,1010,4,2013,21,2,10,1001,999,999,9,9,320,320,9,1,61,NEOG
10,1001,6,2013,28,5,10,1001,999,999,9,9,320,320,9,9,61,NEOG
11,1101,7,2013,3,6,11,1101,999,999,9,9,320,320,9,9,61,NEOG
12,1212,11,2013,17,9,9,0920,999,999,9,9,320,320,9,9,61,NEOG
12,1225,3,2013,11,2,12,1201,999,999,9,9,320,320,9,1,61,NEOG
13,1301,10,2013,5,8,13,1301,999,999,9,9,320,320,9,9,61,NEOG
15,1505,3,2013,25,2,15,1501,999,999,9,9,320,320,9,9,61,NEOG
15,1506,6,2013,6,5,15,1501,999,999,9,9,320,320,9,9,61,NEOG
15,1506,6,2013,25,4,15,1501,999,999,9,9,320,320,9,9,61,NEOG
15,1506,10,2013,23,8,15,1501,999,999,9,9,320,320,9,9,61,NEOG
16,1612,9,2013,1,5,16,1601,999,999,9,9,320,320,9,9,61,NEOG
17,1705,9,2013,9,5,17,1705,999,999,9,9,320,320,9,9,61,NEOG
18,1805,4,2013,17,1,17,1712,999,999,9,9,320,320,9,9,61,NEOG
18,1805,7,2013,11,6,1,0101,999,999,9,9,320,320,9,9,61,NEOG
19,1907,4,2013,20,2,19,1901,999,999,9,9,320,320,9,9,61,NEOG
19,1901,10,2013,30,9,19,1901,999,999,9,9,320,320,9,1,61,NEOG
20,2011,1,2013,4,1,22,2201,999,999,9,9,320,320,9,9,61,NEOG
20,2009,11,2013,30,10,22,2201,999,999,9,9,320,320,9,9,61,NEOG
21,2101,6,2013,12,6,22,2201,999,999,9,9,320,320,9,9,61,NEOG
21,2101,7,2013,3,6,22,2201,999,999,9,9,320,320,9,9,61,NEOG
21,2101,7,2013,10,6,21,2101,999,999,9,9,320,320,9,9,61,NEOG
21,2101,8,2013,8,7,21,2101,999,999,9,9,320,320,9,9,61,NEOG
21,2101,9,2013,15,8,21,2101,999,999,9,9,320,320,9,9,61,NEOG
21,2101,10,2013,8,8,21,2101,999,999,9,9,320,320,9,9,61,NEOG
21,2101,10,2013,18,7,21,2101,999,999,9,9,320,320,9,9,61,NEOG
21,2101,11,2013,30,9,21,2101,999,999,9,9,320,320,9,9,61,NEOG
21,2103,8,2013,15,7,22,2201,999,999,9,9,320,320,9,9,61,NEOG
21,2106,11,2013,18,6,22,2201,999,999,9,9,320,320,9,9,61,NEOG
1,0111,9,2013,26,4,1,0101,67,62,9,9,320,320,2,2,61,NEOG
1,0115,8,2013,7,6,1,0115,999,49,9,4,320,320,9,1,61,NEOG
15,1501,5,2013,1,4,15,1501,999,48,9,4,320,320,9,2,61,NEOG
11,1102,4,2013,11,1,11,1101,999,28,9,1,320,320,9,2,61,NEOG
1,0111,8,2013,6,6,1,0101,36,25,9,9,320,320,9,9,61,NEOG
2,0202,11,2013,8,10,2,0201,34,23,9,9,320,320,2,2,61,NEOG
9,0901,8,2013,3,6,8,0801,999,999,1,1,320,320,9,9,61,NEOG
3,0311,4,2013,15,1,3,0301,999,999,1,1,320,320,9,9,61,NEOG
13,1309,1,2014,3,6,13,1309,34,26,1,1,320,320,2,3,61,NEOG
13,1325,11,2013,6,9,13,1325,31,24,1,9,320,320,2,2,61,NEOG
14,1412,10,2013,21,8,14,1412,24,20,1,1,320,320,2,2,61,NEOG
14,1403,5,2013,14,3,14,1403,22,20,1,1,320,320,2,2,61,NEOG
13,1317,1,2014,19,8,13,1317,26,16,1,1,320,320,9,9,61,NEOG
4,0415,5,2013,5,2,4,0401,999,999,4,9,320,320,9,9,61,NEOG
11,1101,10,2013,18,9,11,1101,999,999,4,4,320,320,9,9,61,NEOG
18,1801,3,2014,11,9,18,1801,999,999,4,4,320,320,9,9,61,NEOG
19,1901,3,2013,22,1,19,1901,55,999,4,4,320,320,2,9,61,NEOG
12,1215,8,2013,4,7,12,1215,48,999,4,9,320,320,2,9,61,NEOG
11,1106,5,2013,26,2,11,1101,32,999,4,9,320,320,2,1,61,NEOG
22,2203,12,2013,4,10,22,2203,32,999,4,9,320,320,2,9,61,NEOG
2,0207,3,2014,17,12,2,0207,999,999,4,4,320,320,9,9,61,NEOG
12,1225,12,2013,22,10,12,1225,74,72,4,4,320,320,2,2,61,NEOG
15,1501,6,2013,22,4,15,1501,60,60,4,4,320,320,2,2,61,NEOG
5,0509,12,2013,25,9,5,0509,46,45,4,4,320,320,9,9,61,NEOG
19,1901,6,2013,24,5,19,1901,50,44,4,4,320,320,2,2,61,NEOG
15,1501,8,2013,17,7,15,1501,49,42,4,4,320,320,2,1,61,NEOG
18,1805,4,2013,22,2,18,1801,47,40,4,4,320,320,2,2,61,NEOG
21,2101,8,2013,17,7,21,2101,26,39,4,4,320,320,2,2,61,NEOG
21,2101,6,2013,24,4,21,2101,66,36,4,4,320,320,2,2,61,NEOG
22,2217,10,2013,20,9,22,2201,39,34,4,4,320,320,2,2,61,NEOG
20,2011,11,2013,19,8,22,2201,43,29,4,4,320,320,2,2,61,NEOG
2,0203,1,2014,3,12,2,0203,39,28,4,4,320,320,9,9,61,NEOG
22,2214,7,2013,14,6,22,2201,35,25,4,4,320,320,2,2,61,NEOG
12,1225,10,2013,30,8,12,1201,36,23,4,4,320,320,2,2,61,NEOG
1,0101,11,2013,11,9,2,0201,999,999,9,9,320,320,9,9,61,81
22,2201,2,2013,28,1,22,2201,53,35,4,4,320,320,2,5,61,43
16,1604,10,2013,7,8,16,1601,999,999,9,9,320,320,9,9,61,43
19,1901,11,2013,28,10,19,1901,33,31,4,4,320,320,2,4,61,35
21,2106,3,2013,7,2,22,2201,26,26,4,4,320,320,3,4,61,33
22,2205,2,2013,23,1,22,2201,32,32,4,4,320,320,9,4,61,41
1,0101,3,2013,13,2,1,0101,999,999,9,9,320,320,9,9,61,41
1,0108,2,2014,13,12,1,0101,31,30,9,9,320,320,1,4,61,NEOG
21,2103,1,2014,29,11,21,2103,23,25,4,4,320,320,3,9,61,IGNORADO
18,1805,11,2013,22,10,18,1801,28,23,4,4,320,320,2,1,61,NEOG
18,1802,12,2013,2,12,18,1802,46,32,4,4,320,320,2,4,61,43
5,0501,12,2013,12,6,5,0501,25,23,4,4,320,320,2,2,61,NEOG
5,0510,10,2013,12,6,5,0501,25,23,4,4,320,320,2,2,61,NEOG
5,0509,7,2013,12,6,5,0501,32,999,4,9,320,840,4,9,62,IGNORADO
6,0608,10,2013,30,7,6,0601,40,999,4,9,320,320,2,9,62,IGNORADO
