DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PUEHOM,PUEMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
21,2101,12,2013,28,10,21,2101,999,999,9,9,320,320,9,9,NEOG,NEOG
21,2106,1,2014,27,11,21,2106,999,999,9,9,320,320,9,9,NEOG,NEOG
22,2202,1,2014,21,1,22,2202,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,1,2014,16,12,1,0101,38,999,9,9,320,320,3,9,NEOG,NEOG
1,0115,2,2014,19,8,1,0115,30,999,9,9,320,320,3,9,NEOG,NEOG
1,0101,1,2014,18,11,1,0108,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,1,2014,17,10,1,0101,999,44,9,4,320,320,9,9,NEOG,NEOG
9,0920,4,2014,10,12,9,0920,44,44,9,9,320,320,9,9,NEOG,NEOG
1,0101,1,2014,18,11,1,0108,29,36,9,4,320,320,5,4,NEOG,NEOG
1,0101,2,2014,31,10,1,0101,999,34,9,4,320,320,9,4,NEOG,NEOG
1,0101,3,2014,4,11,1,0108,27,31,9,9,320,320,9,9,NEOG,NEOG
1,0101,2,2014,13,11,1,0101,27,26,9,9,320,320,9,9,NEOG,NEOG
1,0101,12,2013,24,10,21,2101,26,25,9,9,320,320,9,9,NEOG,NEOG
12,1202,12,2013,31,10,12,1202,27,24,9,9,320,320,9,9,NEOG,NEOG
5,0502,12,2013,6,11,5,0502,23,22,9,9,320,320,9,4,NEOG,NEOG
9,0919,12,2013,17,9,9,0919,26,21,9,4,320,320,9,3,NEOG,NEOG
21,2101,2,2014,5,9,21,2101,25,21,9,9,320,320,9,9,NEOG,NEOG
9,0920,5,2014,17,10,9,0920,25,20,9,9,320,320,9,9,NEOG,NEOG
1,0101,1,2013,2,1,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,5,8,1,0115,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,5,2013,25,2,1,0108,999,999,9,9,320,320,9,9,NEOG,NEOG
3,0308,4,2013,15,3,3,0301,33,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,2,2013,14,1,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,2,2013,14,1,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,2,2013,14,1,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2013,4,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2013,4,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2013,16,1,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2013,16,1,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2013,30,1,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,4,2013,5,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,4,2013,5,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,4,2013,19,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,4,2013,19,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,4,2013,30,1,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,4,2013,30,1,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,5,2013,5,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,5,2013,5,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,6,2013,23,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,6,2013,23,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,6,2013,25,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,6,2013,25,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,17,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,17,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,3,5,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,3,5,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,6,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,6,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,25,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,25,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,1,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,1,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,16,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,16,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,10,2013,22,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,10,2013,22,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,10,2013,26,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,6,9,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,6,9,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,8,10,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,8,10,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,17,10,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,17,10,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2013,31,1,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2013,31,1,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,6,2013,30,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,8,10,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,2,2013,17,1,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,2,2013,24,1,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2013,5,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2013,5,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2013,8,1,1,0115,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2013,11,1,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2013,14,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2013,17,1,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2013,18,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2013,20,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2013,21,2,5,0502,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,4,2013,4,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,4,2013,5,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,4,2013,8,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,4,2013,11,1,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,4,2013,11,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,4,2013,11,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,4,2013,12,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,4,2013,13,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,4,2013,14,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,4,2013,15,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,4,2013,18,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,4,2013,21,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,4,2013,21,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,4,2013,21,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,4,2013,24,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,4,2013,26,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,4,2013,28,1,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,5,2013,2,5,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,5,2013,3,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,5,2013,4,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,5,2013,4,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,5,2013,6,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,5,2013,7,1,1,0114,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,5,2013,7,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,5,2013,7,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,5,2013,8,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,5,2013,11,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,5,2013,11,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,5,2013,11,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,5,2013,12,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,5,2013,14,5,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,5,2013,15,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,5,2013,18,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,5,2013,20,2,5,0501,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,5,2013,20,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,5,2013,21,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,5,2013,22,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,5,2013,25,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,5,2013,29,1,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,6,2013,1,3,1,0108,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,6,2013,4,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,6,2013,5,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,6,2013,7,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,6,2013,9,5,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,6,2013,11,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,6,2013,12,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,6,2013,13,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,6,2013,14,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,6,2013,15,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,6,2013,18,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,6,2013,21,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,6,2013,21,5,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,6,2013,25,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,6,2013,26,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,6,2013,26,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,6,2013,26,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,6,2013,29,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,6,2013,30,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,2,5,1,0115,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,3,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,3,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,4,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,5,2,1,0115,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,6,5,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,6,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,6,6,1,0115,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,8,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,9,5,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,11,2,1,0108,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,11,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,11,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,12,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,13,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,13,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,14,5,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,14,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,16,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,18,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,22,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,22,5,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,24,5,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,24,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,25,4,1,0108,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,26,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,26,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,28,5,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,30,5,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,1,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,3,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,4,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,5,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,7,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,11,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,11,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,14,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,15,1,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,17,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,17,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,18,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,18,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,19,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,20,5,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,20,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,21,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,24,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,25,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,26,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,30,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,30,5,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,1,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,2,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,2,9,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,3,6,1,0108,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,4,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,4,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,5,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,6,5,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,7,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,8,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,8,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,11,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,12,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,12,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,14,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,15,5,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,15,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,16,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,17,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,19,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,19,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,20,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,20,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,25,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,25,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,27,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,27,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,29,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,31,5,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,10,2013,1,10,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,10,2013,5,9,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,10,2013,6,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,10,2013,8,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,10,2013,10,9,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,10,2013,15,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,10,2013,16,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,10,2013,16,9,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,10,2013,20,6,3,0301,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,10,2013,21,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,10,2013,21,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,10,2013,22,7,1,0115,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,10,2013,22,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,10,2013,24,9,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,10,2013,31,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,11,10,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,12,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,14,10,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,15,10,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,16,10,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,18,10,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,19,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,19,9,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,20,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,22,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,22,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,22,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,25,9,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,26,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2013,5,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2013,8,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2013,11,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2013,15,1,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2013,17,1,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2013,18,1,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2013,22,1,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,4,2013,5,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,4,2013,7,1,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,4,2013,19,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,4,2013,26,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,4,2013,30,1,1,0115,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,5,2013,5,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,5,2013,5,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,5,2013,8,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,6,2013,19,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,6,2013,22,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,6,2013,22,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,10,5,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,15,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,24,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2013,30,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,2,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,3,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,8,5,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,10,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,11,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,12,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,12,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,13,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,23,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,26,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2013,26,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,3,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,13,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,17,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,20,5,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,20,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,20,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,22,5,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,25,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2013,30,1,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,10,2013,2,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,10,2013,12,9,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,10,2013,19,9,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,10,2013,26,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,2,9,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,7,10,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,8,10,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,8,10,1,0115,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,9,10,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,12,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,12,9,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,15,10,17,1703,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,17,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,20,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,20,9,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,23,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,11,2013,29,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0106,11,2013,10,9,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0113,8,2013,2,5,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0117,5,2013,21,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0117,10,2013,20,5,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
